,duration,reward
959,57,-222.98710150399788
960,15,-584.1327233883902
961,19,-612.6404309227983
962,7,-544.1819518136082
963,26,-632.2018929156583
964,41,-148.0080402378819
965,30,-103.32389310492061
966,3,-517.7254028809563
967,95,-379.4811377521026
968,3,-517.7782309346105
969,1,-506.12346363916976
970,46,-143.54666335879097
971,2,-512.9806643520426
972,2,-512.9678043933924
973,17,-599.1104606114624
974,4,-523.1805424323833
975,4,-527.0135170243275
976,5,-529.9005552974248
977,1,-506.1245504640465
978,5,-531.8569108085945
979,21,-579.4180750581985
980,33,-104.50039468491552
981,4,-522.2499006315267
982,21,-603.9421259000321
983,14,-565.5120076483452
984,17,-610.6194986147876
985,2,-511.30988326474284
986,2,-512.6722593641643
987,36,-128.10701123088577
988,5,-529.4970417144028
989,25,-652.0418990433983
990,10,-560.6224765854566
991,54,-678.3911494728719
992,2,-512.6739653176786
993,6,-531.128671357448
994,2,-511.31741010509995
995,17,-590.6249591138295
996,34,-667.8571742038107
997,30,-657.0297220735919
998,67,-296.73720634803965
999,1,-506.12654611829015
1000,41,-141.4109984080337
1001,6,-534.179322197336
1002,58,-776.737835063472
1003,16,-588.3471939558821
1004,1,-506.12583688209713
1005,59,-237.0832629731159
1006,3,-517.9002661863498
1007,53,-244.73799198789465
1008,5,-529.2002052468993
1009,34,-104.4209245520804
1010,31,-123.89858056211557
1011,31,-645.3948341923316
1012,50,-620.6936607648404
1013,46,-637.389541437389
1014,3,-517.727093066408
1015,57,-185.80291116000865
1016,1,-506.1265499746259
1017,26,-616.124001802614
1018,57,-738.5842556036612
1019,4,-524.5976930253115
1020,1,-506.12219869028536
1021,4,-525.4966768428569
1022,24,-613.1758191810939
1023,1,-506.1275514329154
1024,45,-132.403292229495
1025,53,-228.05519619551725
1026,24,-625.9686623469127
1027,11,-556.493351803389
1028,1,-506.1262320482883
1029,50,-180.45893225658176
1030,16,-583.5675485019119
1031,13,-565.8365091080952
1032,25,-620.4879356054627
1033,55,-182.2555030082351
1034,31,-115.91850301432864
1035,27,-87.53389692112508
1036,1,-506.1245320418121
1037,12,-551.8481363687425
1038,3,-517.8968654668579
1039,36,-688.5217046413126
1040,20,-586.2096888418814
1041,47,-154.9095465321316
1042,2,-512.669155323963
1043,10,-552.985045006596
1044,38,-670.4098671581133
1045,6,-537.3518932328908
1046,11,-568.0248808763364
1047,94,-811.1727452783388
1048,16,-583.7578152505077
1049,27,-100.21531172555497
1050,2,-511.64730286650797
1051,4,-525.6363847974011
1052,91,-306.53395430282774
1053,1,-506.1272210346375
1054,4,-527.3830124694321
1055,45,-197.65324597404813
1056,93,-809.829645587366
1057,27,-92.18832791624834
1058,5,-533.8998036146329
1059,30,-92.14090203302575
1060,59,-780.2842024125061
1061,33,-107.77547671975611
1062,7,-540.8668194761698
1063,4,-522.1679067395755
1064,31,-96.39138148982184
1065,3,-517.9772923564668
1066,30,-110.2062879132857
1067,4,-522.4473078956214
1068,75,-268.1781802818947
1069,23,-585.812019332061
1070,4,-522.2419438671072
1071,14,-575.0579100121074
1072,44,-670.8085275793034
1073,1,-506.1271404010821
1074,2,-512.6672515894578
1075,2,-512.6643637920299
1076,3,-518.1585693099471
